央视,#genre#
解说_默爷侃电影,http://49.235.110.121:9090/898/peda/hy.php?id=17204307
解说_冷君说电影,http://49.235.110.121:9090/898/peda/hy.php?id=16739452
解说_老炮说电影,http://49.235.110.121:9090/898/peda/hy.php?id=15454716
解说_刘老师说电影,http://49.235.110.121:9090/898/peda/hy.php?id=20289754
解说_恐怖电影解说,http://49.235.110.121:9090/898/peda/hy.php?id=16741179
剧集_老三国,http://49.235.110.121:9090/898/peda/hy.php?id=11602081
剧集_新三国,http://49.235.110.121:9090/898/peda/hy.php?id=11352944
剧集_新水浒,http://49.235.110.121:9090/898/peda/hy.php?id=11342384
剧集_纪晓岚,http://49.235.110.121:9090/898/peda/hy.php?id=11342396
剧集_庆余年,http://49.235.110.121:9090/898/peda/hy.php?id=11352960
剧集_雍正王朝,http://49.235.110.121:9090/898/peda/hy.php?id=11342439
剧集_士兵突击,http://49.235.110.121:9090/898/peda/hy.php?id=11342430
剧集_爱情公寓,http://49.235.110.121:9090/898/peda/hy.php?id=11336726
剧集_家有儿女,http://49.235.110.121:9090/898/peda/hy.php?id=11352872
剧集_武林外传,http://49.235.110.121:9090/898/peda/hy.php?id=21059598
剧集_地下交通站,http://49.235.110.121:9090/898/peda/hy.php?id=11342433
剧集_邻里一家亲,http://49.235.110.121:9090/898/peda/hy.php?id=11342426

🐱哔哩视频,#genre#

哔哩1,http://43.138.170.29:35455/bilibili/27906685
哔哩2,http://43.138.170.29:35455/bilibili/23058
哔哩3,http://43.138.170.29:35455/bilibili/70155
哔哩4,http://43.138.170.29:35455/bilibili/27911212
哔哩5,http://43.138.170.29:35455/bilibili/27237943
哔哩6,http://43.138.170.29:35455/bilibili/7734200
哔哩7,http://43.138.170.29:35455/bilibili/545068
哔哩8,http://43.138.170.29:35455/bilibili/22174141
哔哩9,http://43.138.170.29:35455/bilibili/26329057
哔哩10,http://43.138.170.29:35455/bilibili/94730
哔哩11,http://43.138.170.29:35455/bilibili/26824579
哔哩12,http://43.138.170.29:35455/bilibili/26568219
哔哩13,http://43.138.170.29:35455/bilibili/27435104
哔哩14,http://43.138.170.29:35455/bilibili/482946
哔哩15,http://43.138.170.29:35455/bilibili/21354981
哔哩16,http://43.138.170.29:35455/bilibili/1191679
哔哩17,http://43.138.170.29:35455/bilibili/22786199
哔哩18,http://43.138.170.29:35455/bilibili/21298611
哔哩19,http://43.138.170.29:35455/bilibili/23981293
哔哩20,http://43.138.170.29:35455/bilibili/2126061
哔哩21,http://43.138.170.29:35455/bilibili/27115049
哔哩22,http://43.138.170.29:35455/bilibili/12560597
哔哩23,http://43.138.170.29:35455/bilibili/5008184
哔哩24,http://43.138.170.29:35455/bilibili/27347760
哔哩25,http://43.138.170.29:35455/bilibili/7076493
哔哩26,http://43.138.170.29:35455/bilibili/24213114
哔哩27,http://43.138.170.29:35455/bilibili/26986118
哔哩28,http://43.138.170.29:35455/bilibili/5226265
哔哩29,http://43.138.170.29:35455/bilibili/4176914
哔哩30,http://43.138.170.29:35455/bilibili/655291
哔哩31,http://43.138.170.29:35455/bilibili/11224983
哔哩32,http://43.138.170.29:35455/bilibili/14747871
哔哩33,http://43.138.170.29:35455/bilibili/2575775
哔哩34,http://43.138.170.29:35455/bilibili/26567014
哔哩35,http://43.138.170.29:35455/bilibili/23436741
哔哩36,http://43.138.170.29:35455/bilibili/25921542
哔哩37,http://43.138.170.29:35455/bilibili/27149459
哔哩38,http://43.138.170.29:35455/bilibili/27436555
哔哩39,http://43.138.170.29:35455/bilibili/3568283
哔哩40,http://43.138.170.29:35455/bilibili/22765729
哔哩41,http://43.138.170.29:35455/bilibili/308438
哔哩42,http://43.138.170.29:35455/bilibili/10449587
哔哩43,http://43.138.170.29:35455/bilibili/26895545
哔哩44,http://43.138.170.29:35455/bilibili/24116013
哔哩45,http://43.138.170.29:35455/bilibili/30139092
哔哩46,http://43.138.170.29:35455/bilibili/5568482
哔哩47,http://43.138.170.29:35455/bilibili/27915159
哔哩48,http://43.138.170.29:35455/bilibili/10513567
哔哩49,http://43.138.170.29:35455/bilibili/43097
哔哩50,http://43.138.170.29:35455/bilibili/26438915
哔哩51,http://43.138.170.29:35455/bilibili/22070492
哔哩52,http://43.138.170.29:35455/bilibili/6839146
哔哩53,http://43.138.170.29:35455/bilibili/24537454
哔哩54,http://43.138.170.29:35455/bilibili/6269630
犬夜叉55,http://43.138.170.29:35455/bilibili/22356720
柯南56,http://43.138.170.29:35455/bilibili/26612137
西游记57,http://43.138.170.29:35455/bilibili/27819998
哔哩58,http://43.138.170.29:35455/bilibili/21666108
奥特曼59,http://43.138.170.29:35455/bilibili/26814789
一休60,http://43.138.170.29:35455/bilibili/26044207
哔哩61,http://43.138.170.29:35455/bilibili/20768
哔哩62,http://43.138.170.29:35455/bilibili/7193482
哔哩63,http://43.138.170.29:35455/bilibili/8566972
哔哩64,http://43.138.170.29:35455/bilibili/27681106
哔哩65,http://43.138.170.29:35455/bilibili/25142937
哔哩66,http://43.138.170.29:35455/bilibili/27503767
哔哩67,http://43.138.170.29:35455/bilibili/10338450
哔哩68,http://43.138.170.29:35455/bilibili/2565578
哔哩69,http://43.138.170.29:35455/bilibili/7479440
哔哩69,http://43.138.170.29:35455/bilibili/7479440
哔哩70,http://43.138.170.29:35455/bilibili/26775804
哔哩71,http://43.138.170.29:35455/bilibili/6827034
哔哩72,http://43.138.170.29:35455/bilibili/3224486
哔哩73,http://43.138.170.29:35455/bilibili/3502449
哔哩74,http://43.138.170.29:35455/bilibili/875387
哔哩75,http://43.138.170.29:35455/bilibili/24510387
哔哩76,http://43.138.170.29:35455/bilibili/26147769
哔哩77,http://43.138.170.29:35455/bilibili/5438349
哔哩78,http://43.138.170.29:35455/bilibili/27417626
猫和老鼠79,http://43.138.170.29:35455/bilibili/27577053
哔哩80,http://43.138.170.29:35455/bilibili/24150549
虹猫蓝兔81,http://43.138.170.29:35455/bilibili/26664634
猫和老鼠82,http://43.138.170.29:35455/bilibili/26354138
哔哩83,http://43.138.170.29:35455/bilibili/25694516
哔哩84,http://43.138.170.29:35455/bilibili/25027595
动画西游85,http://43.138.170.29:35455/bilibili/24377599
哔哩86,http://43.138.170.29:35455/bilibili/7789838
阿童木87,http://43.138.170.29:35455/bilibili/10928001
哔哩88,http://43.138.170.29:35455/bilibili/75688
哔哩89,http://43.138.170.29:35455/bilibili/26464184
林正英90,http://43.138.170.29:35455/bilibili/30143512
哔哩91,http://43.138.170.29:35455/bilibili/27798955
哔哩92,http://43.138.170.29:35455/bilibili/26306902
哔哩93,http://43.138.170.29:35455/bilibili/30229746
哔哩94,http://43.138.170.29:35455/bilibili/27397107
哔哩95,http://43.138.170.29:35455/bilibili/27220969
哔哩96,http://43.138.170.29:35455/bilibili/193
哔哩97,http://43.138.170.29:35455/bilibili/82997
哔哩98,http://43.138.170.29:35455/bilibili/157901
哔哩99,http://43.138.170.29:35455/bilibili/7076493
哔哩100,http://43.138.170.29:35455/bilibili/10513567
哔哩101,http://43.138.170.29:35455/bilibili/10226365
哔哩102,http://43.138.170.29:35455/bilibili/23150921
哔哩103,http://43.138.170.29:35455/bilibili/21070400
哔哩104,http://43.138.170.29:35455/bilibili/30139092
哔哩105,http://43.138.170.29:35455/bilibili/47917
哔哩106,http://43.138.170.29:35455/bilibili/2725482
哔哩107,http://43.138.170.29:35455/bilibili/3772788
哔哩108,http://43.138.170.29:35455/bilibili/29000991
🍊百视频道,#genre#
BesTV春晚,http://bp-caster.bestv.com.cn:80/435/3/video.m3u8
BesTV跨年,http://bp-caster.bestv.com.cn:80/436/3/video.m3u8
BesTV健康,http://bp-caster.bestv.com.cn:80/402/1/video.m3u8
BesTV读诗,http://bp-caster.bestv.com.cn:80/418/3/video.m3u8
BesTV戏曲,http://bp-caster.bestv.com.cn:80/429/3/video.m3u8
BesTV美食,http://bp-caster.bestv.com.cn:80/432/2/video.m3u8
BesTV音乐厅,http://bp-caster.bestv.com.cn/469/1/video.m3u8
BesTV斗地主,http://bp-caster.bestv.com.cn:80/359/1/video.m3u8
BesTV搞笑穿越,http://bp-caster.bestv.com.cn:80/361/play.m3u8
BesTV下饭爽剧,http://bp-caster.bestv.com.cn:80/322/play.m3u8
BesTV解压喜剧,http://bp-caster.bestv.com.cn/570/1/video.m3u8
BesTV上头正剧,http://bp-caster.bestv.com.cn/501/1/video.m3u8
BesTV悬疑烧脑,http://bp-caster.bestv.com.cn/567/1/video.m3u8
BesTV烈焰青春,http://bp-caster.bestv.com.cn/439/1/video.m3u8
BesTV烈焰青春,http://bp-caster.bestv.com.cn:80/439/play.m3u8
BesTV烈火英雄,http://bp-caster.bestv.com.cn/564/1/video.m3u8
BesTV猫和老鼠,http://bp-caster.bestv.com.cn:80/319/1/video.m3u8?servicetype=1
BesTV猫和老鼠,http://bp-caster.bestv.com.cn:80/319/1/video.m3u8
BesTV童年国漫,https://bp-caster.bestv.com.cn:443/249/play.m3u8
BesTV童年国漫,http://bp-caster.bestv.com.cn/486/1/video.m3u8
BesTV狗血集合,http://bp-caster.bestv.com.cn/569/1/video.m3u8
BesTV布衣天子,http://bp-caster.bestv.com.cn/468/1/video.m3u8
BesTV神奇公司,http://bp-caster.bestv.com.cn/356/1/video.m3u8
BesTV神奇公司,http://bp-caster.bestv.com.cn:80/356/play.m3u8
BesTV重返20岁,http://bp-caster.bestv.com.cn/562/1/video.m3u8
BesTV我们的歌,http://bp-caster.bestv.com.cn:80/378/1/video.m3u8
BesTV我们的歌,http://bp-caster.bestv.com.cn/378/1/video.m3u8
BesTV花样姐姐,http://bp-caster.bestv.com.cn/559/1/video.m3u8
BesTV极限挑战,http://bp-caster.bestv.com.cn/511/1/video.m3u8
BesTV金曲青春,http://bp-caster.bestv.com.cn/561/1/video.m3u8
BesTV七彩戏剧,https://bp-caster.bestv.com.cn/250/1/video.m3u8
BesTV云游日本,http://bp-caster.bestv.com.cn/514/1/video.m3u8
BesTV三十正美丽,http://bp-caster.bestv.com.cn/492/1/video.m3u8
BesTV医护那些事,http://bp-caster.bestv.com.cn/493/1/video.m3u8
BesTV宝藏纪录片,http://bp-caster.bestv.com.cn/515/1/video.m3u8
BesTV高能脱口秀,http://bp-caster.bestv.com.cn/462/1/video.m3u8
BesTV追光吧哥哥,http://bp-caster.bestv.com.cn/460/1/video.m3u8
BesTV不朽的传承,http://bp-caster.bestv.com.cn:80/437/2/video.m3u8
BesTV完美的夏天,http://bp-caster.bestv.com.cn:80/377/2/video.m3u8
BesTV完美的夏天,http://bp-caster.bestv.com.cn/510/1/video.m3u8
BesTV迷案上海滩,http://bp-caster.bestv.com.cn/494/1/video.m3u8
BesTV名侦探柯南,http://bp-caster.bestv.com.cn/560/1/video.m3u8
BesTV海派滑稽戏,https://bp-caster.bestv.com.cn:443/250/play.m3u8
BesTV高颜值偶像剧,http://bp-caster.bestv.com.cn:80/328/play.m3u8
BesTV越剧名家名段,http://bp-caster.bestv.com.cn:80/320/play.m3u8
BesTV独播1,https://bp-caster.bestv.com.cn/955/3/video.m3u8
BesTV独播2,https://bp-caster.bestv.com.cn/946/3/video.m3u8
🌸鬼片🌸,#genre#
蛊1981,https://v.cdnlz19.com/20240528/35190_60f24664/index.m3u8
笔仙怪谈,https://v.cdnlz19.com/20240528/34940_5071aa1f/index.m3u8
笔仙大战贞子2,https://v.cdnlz19.com/20240528/34941_6e16bb95/index.m3u8
笔仙大战贞子,https://v.cdnlz19.com/20240528/34938_b3f1c6ba/index.m3u8
僵尸古刹,https://v.cdnlz2.com/20240428/30658_626f53c9/index.m3u8
阴阳界1974,https://v.cdnlz19.com/20240423/30922_846a2982/index.m3u8
丧尸李志2,https://v.cdnlz19.com/20240417/27788_8a8753f5/index.m3u8
丧尸李志,https://v.cdnlz19.com/20240417/27787_d58690e4/index.m3u8
三头魔王,https://v.cdnlz19.com/20240410/26921_3ff3d22b/index.m3u8
猛鬼入侵黑社会,https://v.cdnlz19.com/20240410/26916_a792b2eb/index.m3u8
纸新娘,https://v.cdnlz11.com/20231203/18522_36fc5a46/index.m3u8
失衡凶间之罪与杀,https://v.cdnlz11.com/20231016/17788_35646a00/index.m3u8
有只僵尸暗恋你,https://v.cdnlz17.com/20231014/29627_e6cdb290/index.m3u8
猛鬼迫人【国语】（香港恐怖片）,https://v.cdnlz17.com/20231014/29613_c8b2cf27/index.m3u8
猛鬼诺言（香港恐怖片）,https://v.cdnlz17.com/20231014/29614_b8fa41e5/index.m3u8
猛鬼出笼2艳鬼发狂（香港恐怖片）,https://v.cdnlz17.com/20231014/29612_423934b5/index.m3u8
猛鬼出笼（香港恐怖片）,https://v.cdnlz17.com/20231014/29615_8c3ea444/index.m3u8
美人鱼旅馆（意大利 / 西班牙恐怖片）,https://v.cdnlz17.com/20231014/29611_5e3ac67a/index.m3u8
美国哥特（英国恐怖片）,https://v.cdnlz17.com/20231014/29608_21156158/index.m3u8
灵幻小姐【国语】（香港恐怖片）,https://v.cdnlz17.com/20231014/29610_227f619f/index.m3u8
恐怖异人馆（美国恐怖片）,https://v.cdnlz17.com/20231014/29604_78ffdaf0/index.m3u8
鬼域2006【国语】（香港恐怖片）,https://v.cdnlz17.com/20231014/29603_a8c8d528/index.m3u8
鬼胎（香港恐怖片）,https://v.cdnlz17.com/20231014/29602_b3017746/index.m3u8
古镜幽魂（香港恐怖片）,https://v.cdnlz17.com/20231014/29601_38fd1681/index.m3u8
隔世鬼奸情（香港恐怖片）,https://v.cdnlz17.com/20231014/29600_a00ca854/index.m3u8
夺魄勾魂【国语】（香港恐怖片）,https://v.cdnlz17.com/20231014/29596_55260bbe/index.m3u8
穿梭玉女降（香港恐怖片）,https://v.cdnlz17.com/20231014/29597_8d3da44f/index.m3u8
半暹降【国语】（香港恐怖片）,https://v.cdnlz17.com/20231014/29593_f9bd07d8/index.m3u8
霸王花之捉鬼女天师【国语】（香港恐怖片）,https://v.cdnlz17.com/20231014/29592_62f327c5/index.m3u8
猛鬼山坟2【国语】（香港恐怖片）,https://v.cdnlz17.com/20231012/29397_fff1a89c/index.m3u8
猛鬼山坟【国语】（香港恐怖片）,https://v.cdnlz17.com/20231012/29398_6c0a6895/index.m3u8
四人帮之钱不够洗【国语】（香港恐怖片）,https://v.cdnlz16.com/20230911/38416_839d88ae/index.m3u8
猛鬼霸王花【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230829/25524_d96cc5b4/index.m3u8
冷眼杀机1982（台湾恐怖片）,https://vip1.lz-cdn1.com/20230809/21714_732986a0/index.m3u8
猛鬼食人胎1998【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20230808/21700_a6c58e51/index.m3u8
茅山学堂1986【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20230808/21699_2413bbe5/index.m3u8
祭屋出租（泰国恐怖片）,https://vip.lz-cdn3.com/20230713/20232_88f8a1e6/index.m3u8
天灵灵地灵灵【国语】（香港恐怖片）,https://vip.lz-cdn3.com/20230712/20209_b150678a/index.m3u8
撞邪先生【国语】（香港恐怖片）,https://vip.lz-cdn3.com/20230709/20139_f99cdd46/index.m3u8
衰鬼抓狂-惊魂今晚夜【国语】（香港恐怖片）,https://vip.lz-cdn3.com/20230709/20130_3b562a3f/index.m3u8
尸妖【粤语】（香港恐怖片）,https://vip.lz-cdn3.com/20230709/20128_80b10bdc/index.m3u8
撞邪31号（大陆恐怖片）,https://vip.lz-cdn3.com/20230708/20111_dbaa5cdb/index.m3u8
校花诡异事件（大陆恐怖片）,https://vip.lz-cdn3.com/20230707/20079_14a2a0d9/index.m3u8
魔镜2015（大陆恐怖片）,https://vip.lz-cdn3.com/20230706/20064_d210b194/index.m3u8
大漠之战（大陆恐怖片）,https://vip.lz-cdn3.com/20230705/20037_e2f688af/index.m3u8
鬼眼1974【国语】（香港恐怖片）,https://vip.lz-cdn3.com/20230701/19971_724ad6bf/index.m3u8
人皮高跟鞋【国语】（香港恐怖片）,https://vip.lz-cdn3.com/20230630/19957_fbb167f3/index.m3u8
捉鬼有限公司【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230612/15599_57ff6b50/index.m3u8
极度兽性【国语】（香港恐怖片）,https://vip.lz-cdn3.com/20230612/19532_d753c1cb/index.m3u8
热血青年【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230504/10719_f51cf293/index.m3u8
阴阳路20：降头【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10611_0198819c/index.m3u8
阴阳路19：我对眼见到嘢【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10606_3d696f82/index.m3u8
阴阳路18：鬼上身（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10608_56160946/index.m3u8
阴阳路18：鬼上身（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10607_6057a9bc/index.m3u8
阴阳路17：监房有鬼【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10605_643136cc/index.m3u8
阴阳路16：回到武侠时代【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10600_84e3c144/index.m3u8
阴阳路15：客似魂来【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10602_95946071/index.m3u8
阴阳路14：双鬼拍门【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10599_7537fcf2/index.m3u8
阴阳路13：花鬼【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10596_b171d663/index.m3u8
阴阳路12：美容尸【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10594_a3c0c449/index.m3u8
阴阳路11撩鬼攞命【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10591_31177bff/index.m3u8
阴阳路10宣言咒【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10590_73b98df1/index.m3u8
阴阳路9命转乾坤【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10589_8022deef/index.m3u8
阴阳路8棺材仔【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10585_096fa589/index.m3u8
阴阳路7撞到正【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10583_4e3df9bb/index.m3u8
阴阳路6凶周刊【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10582_880280a5/index.m3u8
阴阳路5一见发财【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10580_e352e4ca/index.m3u8
阴阳路4与鬼同行【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220522/6355_f18c186b/index.m3u8
阴阳路3升棺发财【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10577_e182996c/index.m3u8
阴阳路2我在你左右【国语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10575_836c9485/index.m3u8
阴阳路【粤语】（香港恐怖片）,https://vip.lz-cdn17.com/20230502/10576_200aef70/index.m3u8
阴阳路【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220407/2598_856f5c1d/index.m3u8
猛鬼通宵陪住你【国语】（香港恐怖片）,https://vip.lz-cdn16.com/20230428/18997_7bef6422/index.m3u8
忌日快乐2【国语】（美国恐怖片）,https://vip.lz-cdn16.com/20230429/19291_cd0bcb2c/index.m3u8
忌日快乐【国语】（美国恐怖片）,https://vip.lz-cdn16.com/20230429/19290_1ae710fa/index.m3u8
鬼眼刑警【国语】（香港恐怖片）,https://vip.lz-cdn16.com/20230412/16445_a7ea274c/index.m3u8
极度深寒【国语】（美国恐怖片）,https://vip.lz-cdn16.com/20230406/15682_6b976988/index.m3u8
红鬼仔【粤语】(香港恐怖片),https://vip.lz-cdn3.com/20230317/18157_ab6a01e6/index.m3u8
红鬼仔【国语】(香港恐怖片),https://vip.lz-cdn3.com/20230317/18155_a3837327/index.m3u8
人皮灯笼1982【国语】(香港恐怖片),https://vip1.lz-cdn7.com/20230316/14969_1867712f/index.m3u8
魔1983(香港恐怖片),https://vip1.lz-cdn7.com/20230316/14969_1867712f/index.m3u8
哭悲（中国台湾恐怖片）,https://vip.lz-cdn3.com/20220630/8500_07ae79c4/index.m3u8
下载即死亡（意大利恐怖片）,https://vip1.lz-cdn10.com/20220630/1971_8f5d577e/index.m3u8
异兽（大陆恐怖片）,https://vip1.lz-cdn10.com/20220630/1976_b4c69812/index.m3u8
僵尸归来3：风吹头弯（大陆恐怖片）,https://vip1.lz-cdn6.com/20220629/17135_6d1306e2/index.m3u8
僵尸归来2：消失的御林军（大陆恐怖片）,https://vip1.lz-cdn6.com/20220629/17134_ea980840/index.m3u8
僵尸归来（大陆恐怖片）,https://vip1.lz-cdn6.com/20220629/17133_7b731acf/index.m3u8
死亡之夜（英国恐怖片）,https://vip1.lz-cdn1.com/20220524/6512_81110c53/index.m3u8
不能犯规的游戏之惊魂幻觉（大陆恐怖片）,https://vip.lzcdn2.com/20220523/7452_2a4ee130/index.m3u8
目露凶光【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220523/7363_32a12d65/index.m3u8
追凶二十年【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220522/6368_2344f2d9/index.m3u8
夜半一点钟【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220522/6353_43a8c495/index.m3u8
七月又十四之信不信由你【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220522/6336_1958e9bd/index.m3u8
假戏真作（大陆恐怖片）,https://vip.lzcdn2.com/20220509/5914_6c33df67/index.m3u8
古窑迷踪（大陆恐怖片）,https://vip.lzcdn2.com/20220509/5905_2a6429ec/index.m3u8
猛鬼夜惊魂（美国恐怖片）,https://vip1.lz-cdn1.com/20220508/4805_367a2377/index.m3u8
惊魂七夜（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5599_586a2fb3/index.m3u8
画室惊魂（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5597_c271889f/index.m3u8
阴阳眼之瞳灵公馆（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5582_2ec9cb72/index.m3u8
诡异酒楼（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5580_f8fd94b9/index.m3u8
诡眼2017（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5576_aa3eedad/index.m3u8
细思极恐（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5558_a973f48a/index.m3u8
午夜整容室（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5553_9d7cfada/index.m3u8
午夜幽灵（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5551_4817f647/index.m3u8
午夜废墟（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5550_7beff45b/index.m3u8
笔仙咒怨（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5550_7beff45b/index.m3u8
恶夜飞魔（美国恐怖片）,https://vip.lzcdn2.com/20220504/5453_47ec9a55/index.m3u8
惊悚小说（大陆恐怖片）,https://vip1.lz-cdn1.com/20220504/4461_6b87a668/index.m3u8
墨玉太极（大陆恐怖片）,https://vip1.lz-cdn1.com/20220504/4480_5cf24e75/index.m3u8
腐尸2015（美国恐怖片）,https://vip1.lz-cdn1.com/20220504/4369_90d6717f/index.m3u8
恐怖毕业照2（大陆恐怖片）,https://vip.lzcdn2.com/20220503/5310_614d6087/index.m3u8
荒野加油站（大陆恐怖片）,https://vip.lzcdn2.com/20220503/5295_fd929541/index.m3u8
小丑下地狱（美国恐怖片）,https://vip1.lz-cdn1.com/20220502/4081_6ecdec7e/index.m3u8
🥝奇艺频道,#genre#
爱奇艺-爱情保卫战,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_142_600_t10/c54_lb_142_600_t10.m3u8?key
爱奇艺-第三调解室,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_240_600_t10/c56_lb_240_600_t10.m3u8?key
爱奇艺-宫庭正剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8?key
爱奇艺-国剧修复,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c53_lb_77_720P_t10/c53_lb_77_720P_t10.m3u8?key
爱奇艺-华语院线,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_114_600_t10/c51_lb_114_600_t10.m3u8?key
爱奇艺-家庭剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_158_600_t10/c55_lb_158_600_t10.m3u8?key
爱奇艺-经典纪实,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_220_600_t10/c56_lb_220_600_t10.m3u8?key
爱奇艺-经典重温,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_137_600_t10/c55_lb_137_600_t10.m3u8?key
爱奇艺-惊悚午夜场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_115_600_t10/c51_lb_115_600_t10.m3u8?key
爱奇艺-军旅剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_144_600_t10/c55_lb_144_600_t10.m3u8?key
爱奇艺-军事观察,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_239_720P_t10/c57_lb_239_720P_t10.m3u8?key
爱奇艺-抗战剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8?key
爱奇艺-科学探索,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_108_720P_t10/c51_lb_108_720P_t10.m3u8?key
爱奇艺-老剧超清修复,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_92_600_t10/c52_lb_92_600_t10.m3u8?key
爱奇艺-历史秘闻,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_236_600_t10/c57_lb_236_600_t10.m3u8?key
爱奇艺-央视大剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_90_600_t10/c54_lb_90_600_t10.m3u8?key
爱奇艺-院线电影,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_64_720P_t10/c52_lb_64_720P_t10.m3u8?key
爱奇艺-粤语原声,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_185_600_t10/c56_lb_185_600_t10.m3u8?key
爱奇艺-自然地理,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_81_600_t10/c52_lb_81_600_t10.m3u8?key
体育频道,#genre#
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130#https://cloud.yumixiu768.com/tmp/123.m3u8
五星体育,http://zteres.sn.chinamobile.com:6060/000000001000/2000000002000000007/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000007&livemode=1&stbId=3#http://zteres.sn.chinamobile.com:6060/000000001000/5000000010000017540/1.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
山东体育,rtmp://livealone.iqilu.com/iqilu/typdhjOF03kn
辽宁体育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
广东体育,https://php.17186.eu.org/gdtv/gdty.m3u8
广东体育,http://r.jdshipin.com/LiYdg
睛彩竞技[高清],http://123.113.181.219:9000/rtp/239.3.1.125:8001
睛彩篮球[高清],http://123.113.181.219:9000/rtp/239.3.1.126:8001
